Unnamed: 0,Unnamed: 1,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),Under-five mortality rate (per 1000 live births) (SDG 3.2.1).1,Under-five mortality rate (per 1000 live births) (SDG 3.2.1).2,Number of deaths among children under-five,Number of deaths among children under-five.1,Number of deaths among children under-five.2
Malta, 1981,16.25 [15.29-17.24],17.79 [16.64-18.97],14.61 [13.6-15.7],91 [85-96],52 [48-55],39 [37-42]
Malta, 1980,16.88 [15.89-17.89],18.47 [17.32-19.69],15.17 [14.14-16.27],98 [92-104],55 [52-59],43 [40-46]
Malta, 1979,17.57 [16.56-18.6],19.23 [18.04-20.47],15.81 [14.74-16.92],104 [98-110],59 [55-62],45 [42-48]
Malta, 1978,18.34 [17.32-19.42],20.07 [18.84-21.37],16.53 [15.44-17.67],109 [103-115],62 [58-66],47 [44-51]
Malta, 1977,19.24 [18.19-20.36],21.04 [19.79-22.39],17.35 [16.25-18.5],115 [109-122],65 [61-70],50 [47-54]
Malta, 1976,20.26 [19.19-21.39],22.13 [20.84-23.51],18.29 [17.15-19.47],122 [115-128],69 [65-73],53 [50-56]
Malta, 1975,21.39 [20.27-22.55],23.33 [22-24.76],19.33 [18.16-20.55],126 [119-133],71 [67-75],55 [52-58]
Malta, 1974,22.6 [21.43-23.79],24.63 [23.27-26.1],20.45 [19.22-21.73],129 [122-136],73 [69-77],56 [53-60]
Malta, 1973,23.87 [22.66-25.12],26.03 [24.59-27.59],21.59 [20.32-22.93],133 [126-140],75 [71-80],58 [55-62]
Malta, 1972,25.18 [23.95-26.5],27.46 [25.98-29.07],22.77 [21.46-24.16],139 [132-146],78 [74-83],61 [57-64]
Malta, 1971,26.52 [25.23-27.9],28.92 [27.35-30.63],24 [22.62-25.44],146 [139-153],82 [78-87],64 [60-67]
Malta, 1970,27.87 [26.5-29.28],30.39 [28.75-32.12],25.2 [23.77-26.7],148 [141-156],83 [79-89],65 [61-69]
Malta, 1969,29.21 [27.77-30.64],31.85 [30.14-33.62],26.4 [24.94-27.96],154 [147-162],87 [83-92],67 [64-71]
Malta, 1968,30.51 [29.05-31.98],33.25 [31.51-35.08],27.59 [26.11-29.18],166 [158-174],94 [89-99],72 [69-77]
Malta, 1967,31.76 [30.3-33.25],34.62 [32.85-36.44],28.7 [27.2-30.33],178 [170-187],100 [95-106],78 [74-82]
Malta, 1966,32.88 [31.44-34.39],35.82 [34.04-37.67],29.75 [28.25-31.41],192 [184-201],108 [103-114],84 [80-89]
Malta, 1965,33.88 [32.48-35.36],36.92 [35.16-38.78],30.66 [29.15-32.3],218 [209-228],123 [117-129],95 [91-100]
Malta, 1964,34.79 [33.38-36.26],37.88 [36.13-39.72],31.52 [29.97-33.16],246 [236-256],138 [132-145],108 [102-113]
Malta, 1963,35.69 [34.26-37.18],38.89 [37.11-40.71],32.35 [30.77-33.96],276 [265-287],155 [148-162],121 [115-127]
Malta, 1962,36.74 [35.34-38.2],40.04 [38.28-41.86],33.29 [31.69-34.93],306 [295-319],172 [165-180],134 [128-141]
Malta, 1961,38.18 [36.72-39.67],41.6 [39.81-43.5],34.57 [32.93-36.25],342 [329-356],192 [184-201],150 [143-157]
Malta, 1960,40.27 [38.78-41.79],43.93 [42.09-45.86],36.42 [34.73-38.15],380 [366-394],214 [205-223],166 [159-174]
Malta, 1959,43.32 [41.8-44.92],47.26 [45.31-49.25],39.19 [37.42-41.07],408 [394-423],229 [220-239],179 [171-187]
Malta, 1958,47.75 [46.12-49.43],52.01 [49.89-54.19],43.27 [41.35-45.28],455 [439-471],256 [245-266],199 [191-209]
Malta, 1957,53.86 [52.15-55.67],58.55 [56.26-60.89],48.95 [46.85-51.17],510 [494-527],286 [275-298],224 [215-234]
Malta, 1956,61.67 [59.78-63.69],66.8 [64.24-69.48],56.3 [53.93-58.79],568 [551-587],317 [306-331],251 [240-262]
Malta, 1955,70.91 [68.87-73.1],76.46 [73.55-79.49],65.1 [62.37-68.01],642 [623-661],357 [344-371],285 [273-298]
Malta, 1954,80.69 [78.52-83],86.71 [83.4-90.12],74.38 [71.31-77.66],,,
Malta, 1953,89.33 [87-91.71],95.66 [92.05-99.36],82.65 [79.09-86.27],,,
Malta, 1952,95.37 [92.98-97.86],101.89 [98.01-105.87],88.48 [84.68-92.48],,,
Malta, 1951,98.97 [96.07-101.95],105.62 [101.23-110.2],91.92 [87.63-96.39],,,
Malta, 1950,100.77 [96.57-105.21],107.5 [101.93-113.24],93.61 [88.45-99.17],,,
Malta, 1949,101.46 [94.92-108.35],,,,,
Monaco, 2021,2.92 [1.84-4.63],3.23 [2.03-5.1],2.6 [1.64-4.12],1 [1-2],1 [0-1],0 [0-1]
Monaco, 2020,3.02 [1.97-4.59],3.34 [2.17-5.08],2.69 [1.75-4.1],1 [1-2],1 [0-1],0 [0-1]
Monaco, 2019,3.12 [2.11-4.56],3.44 [2.34-5.04],2.77 [1.87-4.07],1 [1-2],1 [0-1],0 [0-1]
Monaco, 2018,3.22 [2.27-4.52],3.55 [2.5-5.02],2.86 [2.01-4.03],1 [1-2],1 [0-1],0 [0-1]
Monaco, 2017,3.32 [2.44-4.48],3.66 [2.69-4.98],2.95 [2.16-4],1 [1-2],1 [0-1],0 [0-1]
Monaco, 2016,3.42 [2.62-4.46],3.77 [2.89-4.95],3.04 [2.32-3.98],1 [1-2],1 [1-1],0 [0-1]
Monaco, 2015,3.52 [2.8-4.44],3.9 [3.09-4.91],3.13 [2.47-3.96],1 [1-1],1 [1-1],0 [0-1]
Monaco, 2014,3.62 [2.99-4.4],4.01 [3.3-4.87],3.21 [2.63-3.92],1 [1-1],1 [1-1],0 [0-1]
Monaco, 2013,3.72 [3.18-4.36],4.12 [3.51-4.84],3.3 [2.8-3.88],1 [1-1],1 [1-1],0 [0-1]
Monaco, 2012,3.81 [3.35-4.35],4.22 [3.7-4.82],3.38 [2.96-3.87],1 [1-1],1 [1-1],0 [0-1]
Monaco, 2011,3.91 [3.52-4.33],4.33 [3.89-4.81],3.46 [3.1-3.86],1 [1-1],1 [1-1],0 [0-1]
Monaco, 2010,3.99 [3.68-4.33],4.43 [4.07-4.82],3.54 [3.24-3.86],1 [1-1],1 [1-1],0 [0-1]
Monaco, 2009,4.09 [3.82-4.37],4.53 [4.22-4.86],3.62 [3.36-3.89],1 [1-1],1 [1-1],0 [0-1]
Monaco, 2008,4.18 [3.93-4.44],4.63 [4.34-4.94],3.7 [3.45-3.96],1 [1-2],1 [1-1],0 [0-1]
Monaco, 2007,4.28 [4.03-4.54],4.74 [4.45-5.05],3.79 [3.54-4.04],1 [1-2],1 [1-1],0 [0-1]
Monaco, 2006,4.38 [4.12-4.64],4.85 [4.56-5.16],3.87 [3.63-4.13],2 [1-2],1 [1-1],1 [1-1]
Monaco, 2005,4.48 [4.22-4.75],4.97 [4.67-5.29],3.97 [3.72-4.23],2 [1-2],1 [1-1],1 [1-1]
Monaco, 2004,4.59 [4.32-4.87],5.09 [4.78-5.42],4.06 [3.81-4.33],2 [2-2],1 [1-1],1 [1-1]
Monaco, 2003,4.71 [4.44-5],5.23 [4.91-5.56],4.17 [3.91-4.45],2 [2-2],1 [1-1],1 [1-1]
Monaco, 2002,4.84 [4.57-5.14],5.37 [5.05-5.72],4.29 [4.02-4.57],2 [2-2],1 [1-1],1 [1-1]
Monaco, 2001,4.99 [4.71-5.3],5.54 [5.21-5.89],4.42 [4.15-4.71],2 [2-2],1 [1-1],1 [1-1]
Monaco, 2000,5.15 [4.86-5.47],5.72 [5.38-6.09],4.56 [4.28-4.86],2 [2-2],1 [1-1],1 [1-1]
Monaco, 1999,5.34 [5.04-5.67],5.92 [5.57-6.3],4.72 [4.43-5.04],2 [2-2],1 [1-1],1 [1-1]
Monaco, 1998,5.54 [5.23-5.88],6.14 [5.78-6.53],4.9 [4.61-5.23],2 [2-2],1 [1-1],1 [1-1]
Monaco, 1997,5.75 [5.43-6.11],6.38 [6-6.8],5.09 [4.79-5.43],2 [2-2],1 [1-1],1 [1-1]
Monaco, 1996,5.99 [5.65-6.36],6.64 [6.24-7.07],5.31 [4.98-5.65],2 [2-2],1 [1-1],1 [1-1]
Monaco, 1995,6.24 [5.88-6.63],6.92 [6.51-7.37],5.53 [5.19-5.89],2 [2-2],1 [1-1],1 [1-1]
Monaco, 1994,6.51 [6.14-6.92],7.22 [6.79-7.69],5.77 [5.41-6.16],2 [2-2],1 [1-1],1 [1-1]
Monaco, 1993,6.8 [6.39-7.23],7.53 [7.07-8.03],6.03 [5.64-6.45],2 [2-2],1 [1-1],1 [1-1]
Monaco, 1992,7.1 [6.64-7.61],7.87 [7.33-8.45],6.3 [5.86-6.78],2 [2-3],1 [1-1],1 [1-1]
Monaco, 1991,7.42 [6.85-8.06],8.22 [7.57-8.95],6.59 [6.04-7.18],3 [2-3],1 [1-2],2 [1-2]
Monaco, 1990,7.76 [7.02-8.62],8.6 [7.76-9.56],6.89 [6.2-7.69],3 [2-3],2 [1-2],1 [1-1]
Monaco, 1989,8.12 [7.13-9.3],8.98 [7.87-10.28],7.21 [6.31-8.29],,,
Monaco, 1988,8.48 [7.19-10.08],9.4 [7.95-11.17],7.53 [6.37-9],,,
Monaco, 1987,8.88 [7.22-10.99],9.83 [7.96-12.16],7.9 [6.39-9.82],,,
Monaco, 1986,9.3 [7.19-12.05],10.29 [7.93-13.31],8.27 [6.38-10.76],,,
Monaco, 1985,9.74 [7.14-13.28],10.8 [7.91-14.71],8.63 [6.32-11.84],,,
Montenegro, 2021,2.26 [1.86-2.76],2.4 [1.96-2.94],2.11 [1.72-2.59],16 [13-20],9 [7-11],7 [6-9]
Montenegro, 2020,2.46 [2.07-2.91],2.61 [2.19-3.1],2.3 [1.93-2.74],18 [15-21],10 [8-12],8 [7-10]
Montenegro, 2019,2.7 [2.34-3.13],2.86 [2.47-3.32],2.53 [2.18-2.95],20 [18-24],11 [10-13],9 [8-11]
Montenegro, 2018,2.99 [2.64-3.39],3.17 [2.79-3.61],2.8 [2.46-3.19],23 [20-26],13 [11-14],10 [9-12]
Montenegro, 2017,3.32 [2.97-3.71],3.51 [3.13-3.95],3.1 [2.76-3.5],26 [23-29],14 [13-16],12 [10-13]
Montenegro, 2016,3.68 [3.32-4.07],3.89 [3.5-4.33],3.44 [3.09-3.84],29 [26-32],16 [14-18],13 [12-14]
Montenegro, 2015,4.07 [3.7-4.47],4.31 [3.89-4.77],3.82 [3.44-4.22],32 [29-35],18 [16-19],14 [13-16]
Montenegro, 2014,4.51 [4.11-4.93],4.77 [4.33-5.26],4.23 [3.83-4.66],35 [32-39],19 [18-21],16 [14-18]
Montenegro, 2013,4.99 [4.57-5.43],5.28 [4.8-5.79],4.68 [4.25-5.14],39 [36-43],21 [20-24],18 [16-19]
Montenegro, 2012,5.52 [5.07-5.99],5.85 [5.34-6.39],5.17 [4.72-5.66],43 [39-47],24 [22-26],19 [18-21]
Montenegro, 2011,6.1 [5.63-6.59],6.45 [5.92-7.03],5.72 [5.24-6.24],48 [44-52],27 [24-29],21 [20-23]
Montenegro, 2010,6.73 [6.25-7.26],7.14 [6.58-7.75],6.29 [5.79-6.85],57 [53-62],32 [29-34],25 [23-28]
Montenegro, 2009,7.41 [6.91-7.97],7.86 [7.27-8.49],6.93 [6.42-7.51],66 [62-71],37 [34-40],29 [27-32]
Montenegro, 2008,8.14 [7.61-8.73],8.66 [8.04-9.35],7.59 [7.03-8.2],70 [66-75],39 [36-42],31 [29-34]
Montenegro, 2007,8.91 [8.35-9.52],9.5 [8.84-10.22],8.29 [7.69-8.93],75 [70-80],42 [39-45],33 [31-36]
Montenegro, 2006,9.72 [9.12-10.35],10.35 [9.66-11.09],9.06 [8.43-9.72],80 [75-85],45 [41-47],35 [33-38]
Montenegro, 2005,10.55 [9.91-11.21],11.24 [10.51-12.02],9.81 [9.14-10.51],87 [82-93],48 [45-52],39 [36-41]
Montenegro, 2004,11.37 [10.72-12.07],12.13 [11.36-12.96],10.57 [9.87-11.31],98 [93-104],54 [51-59],44 [41-47]
Montenegro, 2003,12.19 [11.5-12.92],13.01 [12.2-13.89],11.32 [10.59-12.09],107 [101-113],60 [56-64],47 [44-51]
Montenegro, 2002,12.94 [12.24-13.72],13.82 [12.98-14.74],12.04 [11.27-12.85],113 [107-120],63 [59-68],50 [47-54]
Montenegro, 2001,13.63 [12.92-14.41],14.55 [13.69-15.49],12.66 [11.88-13.5],127 [120-134],71 [67-75],56 [53-60]
Montenegro, 2000,14.2 [13.46-14.99],15.16 [14.28-16.11],13.18 [12.38-14.04],136 [129-144],76 [72-81],60 [57-64]
Montenegro, 1999,14.62 [13.88-15.42],15.59 [14.7-16.54],13.59 [12.79-14.45],137 [130-145],76 [72-81],61 [57-65]
Montenegro, 1998,14.9 [14.15-15.69],15.87 [14.98-16.81],13.87 [13.06-14.74],138 [131-146],77 [73-82],61 [58-65]
Montenegro, 1997,15.03 [14.3-15.83],15.99 [15.11-16.95],14.03 [13.22-14.9],140 [133-147],78 [73-82],62 [59-66]
Montenegro, 1996,15.08 [14.35-15.87],16.02 [15.15-16.96],14.09 [13.29-14.96],142 [135-149],79 [75-83],63 [60-67]
Montenegro, 1995,15.08 [14.34-15.85],15.99 [15.11-16.91],14.12 [13.32-15],143 [136-150],79 [75-84],64 [60-68]
Montenegro, 1994,15.08 [14.34-15.85],15.97 [15.07-16.88],14.15 [13.34-15.01],144 [137-151],80 [75-84],64 [61-68]
Montenegro, 1993,15.15 [14.4-15.92],16.03 [15.11-16.95],14.23 [13.42-15.1],146 [139-154],80 [76-85],66 [62-70]
Montenegro, 1992,15.36 [14.6-16.16],16.25 [15.33-17.19],14.42 [13.58-15.32],150 [142-157],83 [78-87],67 [63-71]
Montenegro, 1991,15.77 [14.99-16.59],16.68 [15.74-17.65],14.81 [13.95-15.73],153 [145-161],84 [79-89],69 [65-73]
Montenegro, 1990,16.46 [15.66-17.29],17.4 [16.43-18.41],15.47 [14.59-16.4],159 [151-167],87 [82-92],72 [68-76]
Montenegro, 1989,17.48 [16.64-18.34],18.48 [17.47-19.53],16.43 [15.52-17.41],172 [164-180],94 [89-100],78 [73-82]
Montenegro, 1988,18.84 [17.96-19.75],19.94 [18.86-21.04],17.69 [16.7-18.73],,,
Montenegro, 1987,20.54 [19.58-21.53],21.73 [20.56-22.93],19.27 [18.18-20.44],,,
Montenegro, 1986,22.55 [21.34-23.78],23.89 [22.48-25.37],21.11 [19.77-22.48],,,
Montenegro, 1985,24.84 [23.11-26.61],26.34 [24.38-28.35],23.22 [21.43-25.1],,,
Montenegro, 1984,27.33 [24.76-30.05],29.02 [26.19-32.05],25.55 [23.01-28.32],,,
Netherlands (Kingdom of the), 2021,4.05 [3.88-4.23],4.42 [4.22-4.64],3.66 [3.49-3.85],713 [683-744],399 [380-418],314 [299-330]
Netherlands (Kingdom of the), 2020,4.05 [3.93-4.19],4.43 [4.26-4.6],3.66 [3.52-3.82],695 [673-718],389 [374-403],306 [294-319]
Netherlands (Kingdom of the), 2019,4.05 [3.94-4.16],4.42 [4.28-4.57],3.66 [3.53-3.79],688 [669-707],385 [372-397],303 [293-314]
Netherlands (Kingdom of the), 2018,4.04 [3.94-4.15],4.42 [4.28-4.56],3.65 [3.53-3.78],689 [672-707],385 [374-398],304 [293-314]
Netherlands (Kingdom of the), 2017,4.04 [3.94-4.14],4.41 [4.28-4.55],3.65 [3.53-3.77],697 [680-714],391 [379-402],306 [296-317]
Netherlands (Kingdom of the), 2016,4.05 [3.95-4.15],4.42 [4.29-4.55],3.66 [3.54-3.78],701 [684-718],393 [381-404],308 [298-319]
Netherlands (Kingdom of the), 2015,4.06 [3.96-4.16],4.44 [4.31-4.57],3.67 [3.55-3.79],708 [691-726],396 [385-408],312 [302-322]
Netherlands (Kingdom of the), 2014,4.1 [4-4.2],4.47 [4.34-4.61],3.7 [3.58-3.82],715 [698-733],400 [388-412],315 [305-325]
Netherlands (Kingdom of the), 2013,4.15 [4.05-4.25],4.53 [4.4-4.66],3.74 [3.63-3.87],726 [708-743],407 [394-418],319 [309-330]
Netherlands (Kingdom of the), 2012,4.22 [4.12-4.32],4.61 [4.48-4.74],3.8 [3.68-3.93],753 [734-771],422 [409-434],331 [320-341]
Netherlands (Kingdom of the), 2011,4.31 [4.21-4.41],4.72 [4.58-4.85],3.88 [3.76-4.01],783 [764-802],439 [426-451],344 [334-355]
Netherlands (Kingdom of the), 2010,4.43 [4.32-4.53],4.84 [4.71-4.98],3.99 [3.86-4.11],813 [794-832],455 [442-468],358 [346-369]
Netherlands (Kingdom of the), 2009,4.57 [4.46-4.67],5 [4.86-5.14],4.11 [3.98-4.23],841 [821-860],472 [459-484],369 [358-380]
Netherlands (Kingdom of the), 2008,4.73 [4.62-4.83],5.19 [5.04-5.32],4.25 [4.12-4.37],867 [847-886],487 [474-500],380 [369-391]
Netherlands (Kingdom of the), 2007,4.91 [4.8-5.02],5.4 [5.26-5.54],4.4 [4.27-4.52],903 [883-923],509 [495-522],394 [383-406]
Netherlands (Kingdom of the), 2006,5.11 [5-5.22],5.62 [5.48-5.77],4.57 [4.44-4.7],954 [934-974],538 [524-552],416 [404-427]
Netherlands (Kingdom of the), 2005,5.32 [5.21-5.43],5.85 [5.7-6.01],4.76 [4.63-4.89],1 013 [991-1 035],571 [557-586],442 [430-454]
Netherlands (Kingdom of the), 2004,5.52 [5.41-5.64],6.1 [5.94-6.25],4.92 [4.79-5.06],1 080 [1 057-1 103],611 [595-627],469 [456-482]
Netherlands (Kingdom of the), 2003,5.72 [5.6-5.85],6.32 [6.16-6.48],5.09 [4.95-5.24],1 138 [1 114-1 163],645 [629-662],493 [480-507]
Netherlands (Kingdom of the), 2002,5.9 [5.78-6.03],6.51 [6.35-6.68],5.25 [5.11-5.41],1 182 [1 157-1 208],669 [652-686],513 [499-528]
Netherlands (Kingdom of the), 2001,6.05 [5.93-6.18],6.68 [6.52-6.85],5.4 [5.25-5.54],1 224 [1 199-1 250],692 [675-709],532 [518-547]
Netherlands (Kingdom of the), 2000,6.19 [6.07-6.31],6.83 [6.67-6.99],5.52 [5.38-5.67],1 246 [1 222-1 272],704 [688-721],542 [528-557]
Netherlands (Kingdom of the), 1999,6.31 [6.19-6.43],6.96 [6.8-7.13],5.61 [5.47-5.76],1 252 [1 228-1 275],708 [692-725],544 [530-558]
Netherlands (Kingdom of the), 1998,6.42 [6.29-6.54],7.11 [6.95-7.28],5.69 [5.54-5.84],1 255 [1 232-1 279],712 [696-728],543 [529-558]
Netherlands (Kingdom of the), 1997,6.54 [6.41-6.67],7.26 [7.08-7.43],5.79 [5.64-5.95],1 258 [1 233-1 282],715 [697-732],543 [529-558]
Netherlands (Kingdom of the), 1996,6.7 [6.57-6.83],7.47 [7.3-7.65],5.89 [5.73-6.05],1 282 [1 255-1 307],733 [715-749],549 [535-564]
Netherlands (Kingdom of the), 1995,6.9 [6.76-7.04],7.72 [7.53-7.9],6.04 [5.88-6.21],1 332 [1 304-1 358],763 [745-781],569 [553-584]
Netherlands (Kingdom of the), 1994,7.14 [7-7.28],8 [7.81-8.18],6.24 [6.07-6.4],1 390 [1 364-1 417],797 [779-816],593 [577-608]
Netherlands (Kingdom of the), 1993,7.41 [7.28-7.55],8.32 [8.13-8.5],6.47 [6.3-6.63],1 447 [1 421-1 474],831 [813-850],616 [601-632]
Netherlands (Kingdom of the), 1992,7.71 [7.58-7.85],8.65 [8.46-8.85],6.72 [6.56-6.89],1 511 [1 485-1 539],868 [849-888],643 [627-659]
Netherlands (Kingdom of the), 1991,8.02 [7.88-8.16],9.04 [8.85-9.24],6.94 [6.76-7.11],1 567 [1 540-1 596],905 [886-925],662 [646-679]
Netherlands (Kingdom of the), 1990,8.32 [8.17-8.47],9.38 [9.18-9.59],7.21 [7.03-7.39],1 592 [1 564-1 621],918 [898-938],674 [658-691]
Netherlands (Kingdom of the), 1989,8.62 [8.47-8.77],9.71 [9.5-9.92],7.47 [7.29-7.66],1 608 [1 580-1 637],926 [906-946],682 [665-699]
Netherlands (Kingdom of the), 1988,8.9 [8.75-9.06],10.03 [9.82-10.25],7.72 [7.53-7.91],1 647 [1 618-1 676],950 [929-970],697 [680-714]
Netherlands (Kingdom of the), 1987,9.19 [9.02-9.35],10.35 [10.13-10.57],7.96 [7.77-8.16],1 683 [1 653-1 713],970 [949-990],713 [696-731]
Netherlands (Kingdom of the), 1986,9.46 [9.29-9.62],10.62 [10.4-10.86],8.23 [8.04-8.44],1 698 [1 669-1 728],975 [954-996],723 [706-741]
Netherlands (Kingdom of the), 1985,9.71 [9.54-9.89],10.9 [10.67-11.14],8.47 [8.26-8.68],1 705 [1 675-1 736],979 [959-1 001],726 [708-744]
Netherlands (Kingdom of the), 1984,9.94 [9.77-10.12],11.16 [10.93-11.4],8.66 [8.46-8.87],1 716 [1 686-1 747],986 [966-1 008],730 [713-747]
Netherlands (Kingdom of the), 1983,10.15 [9.97-10.33],11.38 [11.15-11.63],8.86 [8.65-9.07],1 745 [1 715-1 775],1 002 [981-1 023],743 [726-761]
Netherlands (Kingdom of the), 1982,10.37 [10.18-10.55],11.63 [11.39-11.88],9.04 [8.82-9.25],1 812 [1 780-1 843],1 041 [1 018-1 063],771 [753-789]
Netherlands (Kingdom of the), 1981,10.61 [10.42-10.79],11.91 [11.65-12.16],9.24 [9.02-9.46],1 888 [1 854-1 920],1 086 [1 062-1 108],802 [783-821]
Netherlands (Kingdom of the), 1980,10.89 [10.69-11.09],12.26 [11.99-12.53],9.45 [9.22-9.68],1 929 [1 894-1 964],1 113 [1 088-1 137],816 [796-836]
Netherlands (Kingdom of the), 1979,11.23 [11.03-11.43],12.66 [12.39-12.93],9.73 [9.5-9.97],1 975 [1 940-2 010],1 141 [1 116-1 165],834 [814-854]
Netherlands (Kingdom of the), 1978,11.64 [11.43-11.84],13.11 [12.84-13.39],10.08 [9.84-10.32],2 051 [2 015-2 087],1 185 [1 161-1 210],866 [845-886]
Netherlands (Kingdom of the), 1977,12.09 [11.88-12.3],13.63 [13.35-13.92],10.46 [10.22-10.71],2 149 [2 112-2 186],1 243 [1 218-1 270],906 [885-927]
Netherlands (Kingdom of the), 1976,12.57 [12.36-12.79],14.15 [13.86-14.45],10.92 [10.67-11.16],2 280 [2 241-2 320],1 315 [1 289-1 344],965 [943-986]
Netherlands (Kingdom of the), 1975,13.08 [12.86-13.31],14.73 [14.43-15.04],11.36 [11.1-11.62],2 455 [2 413-2 498],1 416 [1 388-1 447],1 039 [1 015-1 062]
Netherlands (Kingdom of the), 1974,13.61 [13.38-13.84],15.33 [15.03-15.65],11.8 [11.53-12.06],2 684 [2 639-2 731],1 549 [1 519-1 581],1 135 [1 109-1 160]
Netherlands (Kingdom of the), 1973,14.14 [13.9-14.39],15.94 [15.62-16.27],12.25 [11.98-12.52],2 972 [2 921-3 025],1 716 [1 682-1 751],1 256 [1 228-1 284]
Netherlands (Kingdom of the), 1972,14.69 [14.44-14.95],16.61 [16.28-16.95],12.67 [12.39-12.96],3 288 [3 231-3 345],1 905 [1 866-1 944],1 383 [1 353-1 414]
Netherlands (Kingdom of the), 1971,15.26 [15-15.52],17.29 [16.95-17.63],13.13 [12.84-13.42],3 571 [3 509-3 631],2 073 [2 032-2 115],1 498 [1 465-1 531]
Netherlands (Kingdom of the), 1970,15.83 [15.56-16.1],17.94 [17.58-18.3],13.61 [13.31-13.91],3 825 [3 760-3 891],2 222 [2 177-2 267],1 603 [1 568-1 639]
Netherlands (Kingdom of the), 1969,16.38 [16.1-16.66],18.57 [18.21-18.95],14.07 [13.77-14.39],3 950 [3 884-4 018],2 296 [2 251-2 342],1 654 [1 618-1 691]
Netherlands (Kingdom of the), 1968,16.9 [16.62-17.2],19.17 [18.79-19.54],14.53 [14.21-14.85],4 026 [3 958-4 095],2 340 [2 294-2 386],1 686 [1 649-1 723]
Netherlands (Kingdom of the), 1967,17.4 [17.1-17.71],19.69 [19.31-20.09],14.99 [14.68-15.33],4 162 [4 092-4 236],2 416 [2 370-2 466],1 746 [1 709-1 785]
Netherlands (Kingdom of the), 1966,17.87 [17.57-18.18],20.23 [19.83-20.63],15.39 [15.07-15.72],4 317 [4 245-4 391],2 508 [2 460-2 558],1 809 [1 772-1 849]
Netherlands (Kingdom of the), 1965,18.32 [18.01-18.65],20.72 [20.31-21.13],15.82 [15.47-16.16],4 509 [4 432-4 590],2 617 [2 567-2 671],1 892 [1 852-1 935]
Netherlands (Kingdom of the), 1964,18.78 [18.46-19.11],21.25 [20.84-21.66],16.19 [15.84-16.53],4 653 [4 574-4 735],2 702 [2 651-2 756],1 951 [1 910-1 993]
Netherlands (Kingdom of the), 1963,19.24 [18.92-19.58],21.78 [21.36-22.21],16.57 [16.21-16.92],4 727 [4 648-4 810],2 745 [2 693-2 799],1 982 [1 940-2 025]
Netherlands (Kingdom of the), 1962,19.73 [19.39-20.08],22.34 [21.91-22.8],16.98 [16.63-17.36],4 826 [4 744-4 912],2 802 [2 748-2 860],2 024 [1 982-2 069]
Netherlands (Kingdom of the), 1961,20.26 [19.92-20.61],22.95 [22.52-23.4],17.43 [17.06-17.8],4 893 [4 812-4 979],2 842 [2 790-2 900],2 051 [2 008-2 095]
Netherlands (Kingdom of the), 1960,20.84 [20.49-21.21],23.52 [23.07-23.99],18.02 [17.63-18.41],4 976 [4 893-5 065],2 881 [2 827-2 940],2 095 [2 050-2 141]
Netherlands (Kingdom of the), 1959,21.48 [21.11-21.86],24.19 [23.72-24.67],18.63 [18.24-19.04],5 095 [5 007-5 185],2 945 [2 889-3 004],2 150 [2 106-2 198]
Netherlands (Kingdom of the), 1958,22.21 [21.81-22.6],24.95 [24.44-25.44],19.33 [18.9-19.75],5 186 [5 092-5 277],2 992 [2 933-3 053],2 194 [2 146-2 242]
Netherlands (Kingdom of the), 1957,23.05 [22.63-23.46],25.89 [25.37-26.4],20.05 [19.62-20.49],5 330 [5 234-5 425],3 078 [3 017-3 139],2 252 [2 204-2 303]
Netherlands (Kingdom of the), 1956,24.02 [23.6-24.44],26.98 [26.45-27.51],20.91 [20.46-21.37],5 518 [5 422-5 617],3 186 [3 125-3 251],2 332 [2 284-2 385]
Netherlands (Kingdom of the), 1955,25.12 [24.68-25.58],28.16 [27.62-28.73],21.93 [21.46-22.42],5 743 [5 642-5 847],3 311 [3 249-3 380],2 432 [2 382-2 488]
Netherlands (Kingdom of the), 1954,26.35 [25.89-26.82],29.42 [28.83-30],23.12 [22.63-23.63],,,
Netherlands (Kingdom of the), 1953,27.66 [27.18-28.17],30.88 [30.27-31.5],24.28 [23.78-24.81],,,
Netherlands (Kingdom of the), 1952,29.04 [28.5-29.58],32.31 [31.65-32.98],25.61 [25.05-26.17],,,
Netherlands (Kingdom of the), 1951,30.45 [29.8-31.11],33.81 [33.03-34.62],26.92 [26.25-27.59],,,
Netherlands (Kingdom of the), 1950,31.88 [30.95-32.86],35.39 [34.28-36.57],28.19 [27.29-29.14],,,
Netherlands (Kingdom of the), 1949,33.38 [31.93-34.88],,,,,
North Macedonia, 2021,5.31 [4.29-6.73],5.6 [4.51-7.12],5.01 [4.02-6.35],108 [87-137],59 [48-75],49 [39-62]
North Macedonia, 2020,5.93 [5.24-6.68],6.25 [5.51-7.06],5.6 [4.92-6.33],122 [108-138],67 [59-75],55 [49-63]
North Macedonia, 2019,6.79 [6.21-7.39],7.19 [6.55-7.86],6.37 [5.79-6.99],144 [132-157],79 [72-87],65 [59-71]
North Macedonia, 2018,8.08 [7.46-8.7],8.59 [7.88-9.27],7.55 [6.92-8.18],178 [165-192],98 [90-106],80 [74-87]
North Macedonia, 2017,9.62 [9.04-10.22],10.24 [9.56-10.93],8.97 [8.37-9.61],220 [206-233],121 [113-129],99 [92-106]
